Manufacturer,Model Name,Category,Screen Size,Screen,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros)
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,847
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,"14.0""",1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.45kg,210.8
Toshiba,Tecra A50-C-218,Notebook,"15.6""",IPS Panel Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce 930M,Windows,10,2.4kg,1425
Lenovo,Thinkpad L560,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,1049.6
HP,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.54kg,1000
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows,10,1.84kg,2103.34
HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1469
MSI,GT72S Dominator,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,3.78kg,1545.64
Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2289.99
Asus,Chromebook C202SA,Netbook,"11.6""",1366x768,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.2kg,287.9
Lenovo,ThinkPad X1,Notebook,"14.0""",IPS Panel 2560x1440,16GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.1kg,2620
HP,Noteb Pav,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,1.91kg,979
Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.3kg,1094
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,979
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,16GB,1TB SSD,Intel HD Graphics 620,Windows,10,1.2kg,2254
HP,ProBook 650,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.31kg,705.15
HP,250 G5,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,No OS,,1.96kg,499
Acer,Aspire ES1-523,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R5,Windows,10,2.4kg,449
Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,12GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1299
MSI,GT62VR 6RD,Gaming,"15.6""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.94kg,1819
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,1070
Asus,Rog G752VL-GC088D,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,,4kgs,998
Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics,Windows,10,2.25kg,559
Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,16GB,2TB HDD,AMD Radeon R7 M445,Windows,10,2.32kg,989.99
MSI,GS63VR 6RF,Gaming,"15.6""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,1.8kg,1929
Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1458
Asus,ROG G701VO,Gaming,"17.3""",IPS Panel Full HD 1920x1080,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows,10,3.58kg,3975
Dell,Inspiron 5368,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.62kg,798.01
Dell,Alienware 15,Gaming,"15.6""",4K Ultra HD 3840x2160,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,3.21kg,1329
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,256GB Flash Storage,Intel HD Graphics 515,Mac OS,X,0.920kg,1300
Dell,Latitude 3570,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.06kg,481.98
HP,ProBook 650,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.31kg,1199
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1199
HP,ProBook 430,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.49kg,1090
Lenovo,ThinkPad Yoga,Ultrabook,"12.5""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1713.49
Lenovo,IdeaPad 300-17ISK,Notebook,"17.3""",1600x900,8GB,1TB HDD,AMD Radeon R5 M330,Windows,10,3.0kg,659
Lenovo,Ideapad 700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.3kg,977
MSI,GT72VR Dominator,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.78kg,2499
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,540
HP,Probook 650,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,2.31kg,940
Lenovo,Yoga 900S-12ISK,Ultrabook,"12.5""",IPS Panel Touchscreen 2560x1440,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,0.99kg,1399
Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",IPS Panel Full HD 1920x1080,32GB,512GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,10,4.6kg,3240
Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows,10,0.69kg,646.27
HP,Spectre x360,Ultrabook,"13.3""",IPS Panel 4K Ultra HD 3840x2160,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.3kg,2049
Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,750
HP,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,1.54kg,1030.99
HP,ZBook 15u,Workstation,"15.6""",Full HD 1920x1080,8GB,256GB SSD,AMD FirePro W4190M,Windows,7,1.9kg,1495
Lenovo,ThinkPad T460,Notebook,"14.0""",Full HD 1920x1080,8GB,1GB SSD,Intel HD Graphics 520,Windows,7,1.7kg,1199
HP,Chromebook 13,Notebook,"13.3""",Quad HD+ 3200x1800,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.29kg,615
Acer,Aspire ES1-523,Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R5,Windows,10,2.4kg,387
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Linux,,2.2kg,393.49
HP,250 G6,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 520,No OS,,1.86kg,345.99
Asus,Rog GL702VM-GC354T,Gaming,"17.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7kg,1599
Dell,Inspiron 5370,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,4GB,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,818.35
HP,Elitebook 820,Netbook,"12.5""",1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows,7,2.4kg,1599
Acer,Aspire F5-573G,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,799
Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,638.8
MSI,GS70 Stealth,Gaming,"17.3""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 965M,Windows,10,2.6kg,1599
HP,250 G5,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 405,Windows,10,1.96kg,500
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2299
Dell,Latitude E5270,Ultrabook,"12.5""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,1.5kg,1135.15
Dell,Latitude E5270,Ultrabook,"12.5""",1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows,7,1.5kg,1166.97
Acer,Chromebook 15,Notebook,"15.6""",1366x768,4GB,16GB SSD,Intel HD Graphics,Chrome OS,,2.20kg,209
HP,ZBook 17,Workstation,"17.3""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,AMD FirePro W6150M,Windows,7,3.0kg,2899
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,1199
Dell,Latitude E5270,Ultrabook,"12.5""",1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.5kg,1413.1
MSI,GE72 Apache,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.9kg,1511.19
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,867
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,AMD Radeon R4,Windows,10,2.1kg,398
Asus,Rog GL552VW-CN470T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.59kg,1339
HP,EliteBook 1030,Notebook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.16kg,1699
Dell,Vostro 3559,Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R5 M315,Windows,7,2.24kg,769.15
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,"15.6""",1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,429
HP,Spectre Pro,Ultrabook,"13.3""",Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1969
Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,,0.69kg,549
Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23kg,1379
Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2749.99
Razer,Blade Stealth,Ultrabook,"12.5""",Touchscreen / 4K Ultra HD 3840x2160,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.25kg,1029
Toshiba,Portege X30-D-10K,Ultrabook,"13.3""",Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,2226
Asus,Rog GL752VW-T4308T,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,3.52kg,1312.49
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,"13.3""",Full HD 1920x1080,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.35kg,196
HP,Spectre Pro,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1690
HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1513
Dell,Latitude E5570,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Linux,,2.09kg,523.63
Asus,VivoBook Max,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2kg,435
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,1669
Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows,10,0.69kg,479
HP,EliteBook 820,Ultrabook,"12.5""",1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1895
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,,2.4kg,989
HP,Omen -,Gaming,"17.3""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.35kg,1129
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,"15.6""",1366x768,8GB,2TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,629
Lenovo,ThinkPad P40,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Nvidia Quadro M500M,Windows,7,1.8kg,2050.38
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,"14.0""",1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5kg,278
HP,250 G6,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.84kg,752
Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,616
Lenovo,IdeaPad 500-15ISK,Notebook,"15.6""",Full HD 1920x1080,16GB,1TB Hybrid,AMD Radeon R7 M360,Windows,10,2.5kg,1099
HP,ZBook 17,Workstation,"17.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M3000M,Windows,7,3kg,3949.4
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.5kg,784
MSI,GT72S Dominator,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,3.78kg,2399
HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,2171.72
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,2.8kg,2440
MSI,GP62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1142.8
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1629
HP,ZBook 15,Workstation,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.59kg,2229
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1799
HP,ZBook Studio,Workstation,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.0kg,1899
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,2296.95
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.18kg,1009.9
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,1579
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.27kg,2339
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 520,No OS,,1.9kg,339
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows,10,1.86kg,297
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,AMD Radeon R5 M330,No OS,,2.32kg,599
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows,10,2.62kg,1199
Dell,XPS 15,Notebook,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,8GB,256GB SSD,Nvidia GeForce 960M,Windows,10,2.04kg,2250.68
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,478.89
MSI,GP72M 7REX,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1492.8
Lenovo,ThinkPad T460s,Ultrabook,"14.0""",Full HD 1920x1080,12GB,512GB SSD,Intel HD Graphics 520,Windows,7,1.4kg,2299
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,AMD Radeon R5 M330,Windows,10,2.5kg,788.49
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,8GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,2041
Lenovo,ThinkPad T460,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.7kg,1499
MSI,GS40 Phantom,Gaming,"14.0""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.7kg,1769
HP,Pavilion 15-cb003nv,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,8GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.2kg,459
HP,250 G4,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,No OS,,2.1kg,476.99
Dell,Inspiron 7567,Gaming,"15.6""",4K Ultra HD 3840x2160,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1498
Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1390
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows,10,2.2kg,468
HP,Stream 14-AX000nv,Notebook,"14.0""",1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.44kg,249
MSI,PL60 7RD,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,839
HP,250 G5,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.96kg,679
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,16GB,512GB SSD,Intel UHD Graphics 620,Windows,10,2.1kg,1159
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,No OS,,2.1kg,398
Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,,2.2kg,709
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,769
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB Hybrid,Intel HD Graphics 520,Windows,7,2.32kg,825
Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce GTX 960,Windows,10,3.31kg,1305
MSI,GS60 Ghost,Gaming,"15.6""",Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.91kg,2153.37
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,650
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.36kg,1637
Lenovo,IdeaPad 310-15IKB,Ultrabook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Nvidia GeForce 920M,Windows,10,1.54kg,831
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GT 940MX,Linux,,1.98kg,895.01
Acer,Aspire 3,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 500,Windows,10,2.1kg,333
HP,Pavilion 15-BC000nv,Notebook,"15.6""",IPS Panel Full HD 1920x1080,6GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.18kg,799
Asus,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.591kg,909
Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,2.09kg,1179
Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.23kg,691
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 520,Linux,,1.23kg,1099
Acer,Predator G9-793,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.2kg,2599
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,819
Samsung,Chromebook Plus,2 in 1 Convertible,"12.3""",IPS Panel Touchscreen 2400x1600,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,,1.15kg,659
HP,250 G6,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.86kg,485
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac OS,X,0.920kg,1163
Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1199
HP,Pavilion Power,Notebook,"15.6""",IPS Panel Full HD 1920x1080,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.21kg,1327
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",1366x768,4GB,1TB HDD,AMD Radeon R5 M430,No OS,,1.9kg,368
Asus,Rog G752VY-GC229T,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2150
Acer,Aspire 3,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 500,Linux,,2.1kg,272
MSI,GS73VR 7RF,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2048.9
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,4GB,128GB SSD,AMD Radeon R7 M440,Windows,10,2.3kg,499
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,8GB,500GB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,629
Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel UHD Graphics 620,Windows,10,2kg,1285
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.2kg,2680
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1169
Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R7 M445,Windows,10,2.36kg,889
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,"15.6""",1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.91kg,579
Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows,10,2.2kg,299
Acer,Aspire E5-774G,Notebook,"17.3""",1600x900,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,3.3kg,629
Asus,Rog Strix,Gaming,"15.6""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.2kg,2449
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,512GB Flash Storage,Intel HD Graphics 515,Mac OS,X,0.920kg,1279
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,"15.6""",Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1749
